Entreprise,Attribut 1,Attribut 2,Attribut 3,Attribut 4,Attribut 5,Attribut 6,Attribut 7,Attribut 8,Attribut 9,Attribut 10,Score d'apétence
Entreprise 214,3.54697018629634,3.85398358144203,1,4,2,280,3703,76,HELLO 5,SALUT 2,0.570625420575454
Entreprise 946,8.12647157962197,5.71855422324885,3,8,5,3812,2406,420,HELLO 7,SALUT 3,0.569409109839255
Entreprise 98,9.29958532924685,4.72077787117031,4,6,1,66,2786,7690,HELLO 1,SALUT 8,0.569002602365672
Entreprise 194,6.33631487021407,5.79364722347777,6,0,0,4770,1643,3175,HELLO 4,SALUT 6,0.568537448271562
Entreprise 1199,8.4591965659262,5.02889256400377,8,1,9,840,4058,9124,HELLO 1,SALUT 1,0.568499147714138
Entreprise 1112,5.41415281417292,8.05263257949211,8,3,7,259,4507,8462,HELLO 4,SALUT 8,0.567921566299903
Entreprise 184,9.77613688294656,4.59726982687593,9,4,7,5241,7688,1698,HELLO 6,SALUT 4,0.565362526484515
Entreprise 505,9.70479386045948,7.64455371888633,2,3,1,340,5378,1177,HELLO 5,SALUT 2,0.564544650096519
Entreprise 116,0.981154899197562,6.94709554133756,6,4,6,6103,4146,8164,HELLO 5,SALUT 5,0.563628780137539
Entreprise 859,1.89187538485898,5.56910268942693,9,0,8,7496,5303,1543,HELLO 4,SALUT 1,0.563388407071814
Entreprise 124,0.593812151362827,0.57014951016192,7,3,6,1854,2643,7728,HELLO 0,SALUT 6,0.563203552221432
Entreprise 1503,3.67942298964941,4.97898969654292,2,7,2,4797,4287,154,HELLO 2,SALUT 7,0.561649097296071
Entreprise 663,0.384488492092555,0.164625400926685,7,9,5,8820,3833,1676,HELLO 3,SALUT 7,0.561385926994818
Entreprise 856,6.29411232987142,4.41041661394903,4,6,7,7723,8958,1960,HELLO 1,SALUT 9,0.560204322930389
Entreprise 1225,2.23567387370064,9.77433025333601,10,3,6,4157,7180,4508,HELLO 4,SALUT 9,0.559548870869232
Entreprise 115,5.53280162743544,3.68462964094013,5,9,7,9398,5668,6203,HELLO 10,SALUT 0,0.559435732007816
Entreprise 1205,8.45064754686767,6.86712776187902,9,3,9,3700,4155,3418,HELLO 10,SALUT 9,0.557774462112532
Entreprise 370,5.02498993816738,6.47635794553426,1,5,9,2449,7879,2925,HELLO 4,SALUT 0,0.557076397090997
Entreprise 661,0.647321494621161,6.51308741366504,5,2,7,437,1085,3537,HELLO 7,SALUT 7,0.556591358525128
Entreprise 326,1.79622271113517,0.857428588875546,6,7,0,7222,8876,4438,HELLO 1,SALUT 7,0.55550096939063
Entreprise 1069,5.21427186018268,0.398585748359745,7,1,8,3236,4179,1290,HELLO 1,SALUT 5,0.555308069220024
Entreprise 907,9.70663163968508,2.74022886702079,9,10,6,9785,2964,3291,HELLO 9,SALUT 3,0.555045933068456
Entreprise 338,2.28079127328885,7.39246398590571,8,10,5,3625,4958,3678,HELLO 4,SALUT 7,0.554424395736421
Entreprise 1120,8.20318704024622,7.20602226901733,9,6,1,2107,5789,8176,HELLO 4,SALUT 9,0.554302088173787
Entreprise 1542,7.21869637988738,4.96718003874347,9,6,3,5723,9115,3362,HELLO 2,SALUT 2,0.554247930023113
Entreprise 902,0.46620341838532,3.79211231710672,10,4,3,9389,5743,8948,HELLO 6,SALUT 7,0.552355994347776
Entreprise 523,8.86919722941312,9.65113700012581,4,4,4,1216,554,6938,HELLO 1,SALUT 4,0.552221893641596
Entreprise 847,7.31554812250114,6.9456985950983,4,1,7,3777,6744,4774,HELLO 7,SALUT 4,0.550445000815814
Entreprise 1227,9.91752103487619,7.54155920610205,4,3,8,6103,8193,527,HELLO 2,SALUT 8,0.550129543894577
Entreprise 1073,3.09902788572733,5.33557913622156,9,9,6,2244,1445,1630,HELLO 9,SALUT 2,0.548179949530717
Entreprise 1379,9.99969974483483,4.97235014334041,2,3,6,4325,5790,7582,HELLO 7,SALUT 3,0.547726977422621
Entreprise 1533,1.97235806912463,7.56717718885411,6,5,10,8995,3566,9171,HELLO 4,SALUT 7,0.54762271442437
Entreprise 714,5.8043151789025,4.0203477089341,0,9,4,7414,2943,7282,HELLO 1,SALUT 6,0.547321815559452
Entreprise 1591,5.45355697023195,1.2616619457384,3,8,5,4328,3119,2440,HELLO 2,SALUT 1,0.54710904087238
Entreprise 174,8.12245298924405,2.5146350050977,1,1,10,909,165,2271,HELLO 8,SALUT 3,0.546883180947297
Entreprise 180,0.114040100399085,0.458130860730985,5,7,7,4700,6494,2712,HELLO 6,SALUT 7,0.546695410237496
Entreprise 555,1.08088098234684,1.38117286046774,4,2,7,6782,3465,392,HELLO 5,SALUT 3,0.546518478615185
Entreprise 1399,5.7427426603324,0.863112900719599,9,8,5,637,1341,5896,HELLO 1,SALUT 7,0.5461723237574
Entreprise 328,3.70788504850849,8.04166116149952,7,5,6,200,6179,7358,HELLO 6,SALUT 0,0.54513598813965
Entreprise 899,8.46830172072791,6.48420028940872,8,1,2,5574,9435,4749,HELLO 4,SALUT 5,0.544934184777509
Entreprise 430,9.43105681851938,5.73282429846787,4,7,8,909,4087,3531,HELLO 5,SALUT 0,0.543786882563523
Entreprise 219,5.14426482916238,8.51456859820436,1,9,5,6454,6717,3557,HELLO 3,SALUT 10,0.543398038695367
Entreprise 1506,9.99647480317362,8.02535161356234,7,3,4,5083,9793,3609,HELLO 7,SALUT 2,0.542189810824536
Entreprise 1137,0.654777808492326,8.10447066310333,1,3,6,5599,7590,3489,HELLO 5,SALUT 5,0.542093596374586
Entreprise 572,7.01203540336236,9.26483371144601,1,3,8,5918,8156,493,HELLO 8,SALUT 2,0.54171578652245
Entreprise 835,6.5110809715047,0.66101764480003,5,4,7,702,1019,1379,HELLO 3,SALUT 7,0.541019730640335
Entreprise 961,7.27920044427176,8.65412677478022,6,0,6,4181,3226,518,HELLO 6,SALUT 1,0.540301899884068
Entreprise 257,4.48104659692145,3.74932954112849,1,6,9,4957,2235,6405,HELLO 5,SALUT 6,0.540065258817427
Entreprise 405,0.312157107456129,3.03666314875145,10,0,4,8682,461,7255,HELLO 7,SALUT 2,0.539275467095541
Entreprise 1093,2.71973648901711,3.18041526719985,10,9,2,5041,9331,423,HELLO 8,SALUT 7,0.539225058797335
Entreprise 1328,3.88365021794959,8.76205447779691,7,6,2,289,4277,519,HELLO 4,SALUT 2,0.537876682458851
Entreprise 434,1.04466959613571,2.96276291101593,2,8,10,9349,3662,6042,HELLO 7,SALUT 5,0.537333847152863
Entreprise 1039,9.72844976527547,2.92741869551004,6,3,2,4820,9095,1365,HELLO 9,SALUT 9,0.536353638181977
Entreprise 883,1.72849847099601,1.79251915728799,0,2,5,67,1232,361,HELLO 9,SALUT 7,0.535427381035077
Entreprise 1257,4.84775765817071,5.54805321065267,7,9,8,3074,8030,8878,HELLO 3,SALUT 0,0.534804101386776
Entreprise 936,4.29712357341919,1.77332537749999,4,2,1,3502,6894,8855,HELLO 10,SALUT 5,0.53362811140489
Entreprise 132,2.68470143159721,8.34470020332895,9,5,3,5908,4553,561,HELLO 0,SALUT 8,0.533509668115883
Entreprise 862,2.00219355953334,3.9287337177519,2,2,2,2615,9300,306,HELLO 3,SALUT 7,0.533053729272613
Entreprise 381,6.48361944586105,4.7364358413528,2,2,10,6855,8794,5078,HELLO 4,SALUT 9,0.532073078297054
Entreprise 421,4.59219937384185,8.21064270203355,2,5,0,6813,4568,6959,HELLO 2,SALUT 9,0.532015414333909
Entreprise 1490,4.86732742595902,8.22713867002592,4,2,1,7781,7342,6442,HELLO 7,SALUT 7,0.531318444654252
Entreprise 1042,5.97099945585056,5.98643023365952,8,1,7,1835,2649,9527,HELLO 1,SALUT 3,0.530585544098913
Entreprise 67,8.77428629650732,8.45625730043817,2,9,0,7137,7832,3222,HELLO 1,SALUT 10,0.530235092845567
Entreprise 56,4.61785207093777,5.62246986594905,2,6,7,2992,4264,6962,HELLO 6,SALUT 4,0.530198799573237
Entreprise 190,6.54766690804695,6.25863218345862,7,7,7,4928,4137,3084,HELLO 1,SALUT 1,0.529876009042442
Entreprise 632,8.15757778524414,1.81636600254866,7,4,5,9553,180,8272,HELLO 2,SALUT 3,0.529384387910973
Entreprise 1565,6.29631524670419,6.46565021166226,9,8,0,5861,7614,9690,HELLO 7,SALUT 8,0.529337408762581
Entreprise 37,4.58282439602434,8.36170487210728,8,6,1,9037,4395,4350,HELLO 0,SALUT 10,0.528795868399792
Entreprise 1229,6.56034131997038,9.66015464197044,5,3,2,4009,8629,8448,HELLO 2,SALUT 4,0.527132523847645
Entreprise 380,3.66568018446774,9.32032292552192,2,9,1,7369,1265,3621,HELLO 7,SALUT 4,0.526058832098209
Entreprise 1345,3.26244026051302,1.37111540673261,7,1,9,6480,5111,5765,HELLO 6,SALUT 4,0.525487029401423
Entreprise 123,6.45948175564327,9.44617994776236,8,4,3,7593,234,7965,HELLO 10,SALUT 8,0.525039379231579
Entreprise 858,1.02472874628557,3.9203834335572,5,3,6,3638,2972,8214,HELLO 4,SALUT 6,0.524267935757731
Entreprise 561,5.03558588901052,8.55284669798208,1,8,9,7930,6228,4348,HELLO 8,SALUT 5,0.524092565533903
Entreprise 1325,0.251847119859951,7.40946480317687,10,2,4,4532,1402,8193,HELLO 6,SALUT 10,0.523319788040003
Entreprise 514,1.2552420016154,0.246867189858533,4,4,0,4588,444,7145,HELLO 3,SALUT 8,0.522964480180247
Entreprise 1432,9.03706152864966,9.4452855902512,9,2,5,6136,5416,4857,HELLO 7,SALUT 2,0.522817471689666
Entreprise 207,5.35257104274401,8.36588430411283,7,8,0,4085,808,8499,HELLO 8,SALUT 2,0.522613339460949
Entreprise 940,9.99131689146962,7.61655110192057,9,4,8,6560,1921,5593,HELLO 9,SALUT 1,0.521381160602993
Entreprise 980,2.34620279868566,5.36181422706179,8,7,10,8984,9194,2817,HELLO 1,SALUT 8,0.519548178782981
Entreprise 47,5.50424921043233,2.84664157991034,1,5,6,2799,6675,2923,HELLO 10,SALUT 6,0.517271328753721
Entreprise 264,0.313291706334973,8.30485190986843,7,6,5,5212,5724,7052,HELLO 4,SALUT 9,0.517093585438844
Entreprise 1109,1.85343179867626,8.86952686632026,1,4,4,6591,7109,7258,HELLO 2,SALUT 10,0.516903822857974
Entreprise 988,4.88854370393109,6.40352664061361,4,1,5,6287,5297,4498,HELLO 2,SALUT 9,0.516391543560391
Entreprise 705,6.50215829448461,2.71254428298667,2,4,7,5400,8621,7101,HELLO 9,SALUT 8,0.516019324976067
Entreprise 1024,7.57979851556472,6.63123235246045,7,6,3,8617,1174,5631,HELLO 1,SALUT 0,0.515557216716761
Entreprise 83,7.95274928868217,0.831022420142095,2,8,8,3870,1860,3335,HELLO 9,SALUT 4,0.514269579118864
Entreprise 923,1.39244673377542,7.13244717851946,3,9,1,8949,1331,4424,HELLO 3,SALUT 9,0.513836193122063
Entreprise 188,3.73955183630539,5.60162450854456,7,5,9,5904,7104,6059,HELLO 2,SALUT 1,0.513526984037584
Entreprise 1285,9.1525735098643,5.69922983828602,8,7,7,962,3161,3956,HELLO 6,SALUT 1,0.512521158269427
Entreprise 215,3.22364785519863,0.60041390401251,3,3,3,4239,1565,7793,HELLO 8,SALUT 4,0.512027687215067
Entreprise 545,6.3737691781855,6.25337528944523,3,10,3,5112,9054,8013,HELLO 7,SALUT 6,0.511960509284245
Entreprise 983,7.44720189105587,6.19275857799816,8,6,6,3427,2579,7470,HELLO 3,SALUT 5,0.511880072754029
Entreprise 423,0.818629326209231,2.65425377812325,0,8,6,1520,7895,5354,HELLO 6,SALUT 0,0.511632208126769
Entreprise 1354,4.81631694442995,7.29151098424429,4,1,8,2175,5723,7211,HELLO 9,SALUT 6,0.510812643591067
Entreprise 1295,5.25381255225841,6.32196385941036,8,1,10,6021,4052,6348,HELLO 6,SALUT 2,0.509920564056022
Entreprise 336,7.17768024017312,2.18267557249122,3,9,1,1094,7055,2862,HELLO 6,SALUT 6,0.509644066608774
Entreprise 343,4.50217118653262,5.9452672749419,5,3,6,9166,7708,888,HELLO 1,SALUT 0,0.50949002310648
Entreprise 359,9.47149259514921,8.05264406103217,5,4,5,272,3746,4284,HELLO 8,SALUT 3,0.509256297970532
Entreprise 994,2.2224989716268,3.69293802243491,6,5,1,492,4075,5159,HELLO 10,SALUT 9,0.50837842942777
Entreprise 1587,6.53158311139511,3.99544384504867,1,8,1,2455,9698,6131,HELLO 4,SALUT 6,0.508212409367582
Entreprise 95,1.79008238861247,8.86796699051738,9,1,9,472,3191,3212,HELLO 6,SALUT 10,0.50728688134185
Entreprise 1375,5.47087736923634,4.17422381565294,9,4,5,5772,4496,3100,HELLO 4,SALUT 10,0.506954798454924
Entreprise 620,1.36443297375209,2.46431966610834,2,0,1,8748,2566,8592,HELLO 5,SALUT 8,0.506480341297403
Entreprise 10,6.51065329943668,4.71117558729787,2,0,4,4203,1571,487,HELLO 9,SALUT 6,0.506384832484147
Entreprise 697,0.105493138120069,0.398665830200717,9,10,7,1611,1598,9284,HELLO 4,SALUT 9,0.505996288634926
Entreprise 224,3.99430122197557,9.22337865889563,2,6,9,7633,3919,9451,HELLO 5,SALUT 2,0.50527436196431
Entreprise 1280,7.8644713552944,7.73362250855103,2,2,10,586,6031,9006,HELLO 2,SALUT 1,0.504523477692069
Entreprise 426,5.46355810961957,8.15059603298063,6,7,4,3912,5532,424,HELLO 1,SALUT 5,0.504423948286757
Entreprise 1202,7.73312029743017,2.48458106985772,3,2,7,3272,5011,2778,HELLO 2,SALUT 4,0.503880735269878
Entreprise 334,5.56755877225151,6.62961009779608,7,0,1,5091,1505,9422,HELLO 10,SALUT 3,0.502817494639923
Entreprise 1224,5.04825821683384,4.68291116052738,1,8,8,3126,4991,349,HELLO 0,SALUT 2,0.500401653087066
Entreprise 171,7.00297923563867,7.07000865346908,4,10,0,6038,8746,2648,HELLO 1,SALUT 3,0.50005498600109
Entreprise 1219,9.13415603009811,2.81612249812434,8,5,6,2966,6006,6395,HELLO 5,SALUT 4,0.499844851484656
Entreprise 365,9.15154265271792,7.84117692952881,8,4,8,2198,3321,3372,HELLO 2,SALUT 4,0.497436811025473
Entreprise 1031,1.1321733807019,8.23314128998715,4,10,10,7989,6540,6047,HELLO 4,SALUT 5,0.497344207673622
Entreprise 664,6.36014251781946,8.90320143223923,7,6,5,6491,2134,2408,HELLO 6,SALUT 2,0.496001972087068
Entreprise 606,9.78099972460259,1.95718561750235,8,9,7,4792,9898,8386,HELLO 0,SALUT 6,0.494473064774568
Entreprise 1278,7.46272326260239,8.19545432051415,5,7,8,2693,4619,1859,HELLO 7,SALUT 8,0.494119657794066
Entreprise 1431,5.72479360311643,2.4947841163494,1,9,9,7727,6484,9119,HELLO 8,SALUT 7,0.493896071999599
Entreprise 459,3.12572997326777,9.18656042664752,7,0,2,1840,8695,7668,HELLO 6,SALUT 4,0.493700908438115
Entreprise 53,5.5432683157466,8.5956514538824,3,10,3,3872,620,4741,HELLO 3,SALUT 6,0.492947804507705
Entreprise 833,7.14736562639343,8.4302343173292,6,6,8,9660,904,6622,HELLO 5,SALUT 1,0.492295724195348
Entreprise 782,7.50741723544443,7.43522188833438,5,5,3,3613,4576,1753,HELLO 6,SALUT 3,0.49223447723364
Entreprise 104,4.39876107704836,2.98258002290026,5,9,4,7660,6750,2578,HELLO 10,SALUT 1,0.492118565696518
Entreprise 130,9.46505850810752,4.0245487148684,8,8,0,4828,7358,1124,HELLO 9,SALUT 2,0.492069778410342
Entreprise 156,8.60615262923263,8.85892590205937,5,6,9,1184,2033,8745,HELLO 7,SALUT 8,0.491540604981922
Entreprise 1251,8.89669492331428,0.108055004667655,6,2,2,3597,4355,8740,HELLO 1,SALUT 7,0.490082025319669
Entreprise 366,4.85685558605941,4.44129193755866,3,0,3,1700,1662,8233,HELLO 7,SALUT 5,0.489771885942232
Entreprise 706,2.69739390953116,7.07137286574493,3,0,2,2536,8584,1892,HELLO 1,SALUT 4,0.488689056437811
Entreprise 1056,1.33332931884952,9.48450070613834,8,6,6,4225,7269,8523,HELLO 5,SALUT 2,0.485985340953806
Entreprise 1426,6.09312684559468,9.43960705710972,6,9,3,6739,2664,6453,HELLO 5,SALUT 2,0.485670244743859
Entreprise 814,4.74090611658478,9.49687880774621,4,6,6,856,7243,6551,HELLO 9,SALUT 7,0.485331107495866
Entreprise 1593,3.27451923988843,1.62055221864265,7,1,5,208,2863,1802,HELLO 7,SALUT 3,0.484476455460412
Entreprise 1482,6.86481405303448,7.21699977847258,1,10,2,8496,3603,783,HELLO 4,SALUT 7,0.483742105043244
Entreprise 1337,4.24348334884632,9.50267986325556,7,1,1,9326,2740,7949,HELLO 2,SALUT 8,0.483709712075693
Entreprise 1448,5.61111819896243,0.803968221061396,9,4,9,3085,8513,2046,HELLO 6,SALUT 5,0.48256235699664
Entreprise 1559,4.76893585163859,0.154368471282469,7,0,5,5450,9909,2058,HELLO 6,SALUT 7,0.482153145215318
Entreprise 305,7.84325811221316,1.93990073972891,8,8,8,6030,3294,6515,HELLO 7,SALUT 1,0.482150877353911
Entreprise 718,7.16322730171778,5.83178927824811,5,3,1,2298,7576,2244,HELLO 1,SALUT 4,0.481675191250551
Entreprise 448,8.95162899887331,2.00159456959923,7,8,3,3118,7736,2104,HELLO 4,SALUT 8,0.481165000617665
Entreprise 723,7.28379144476018,8.20185980620573,2,3,10,4738,1648,3692,HELLO 6,SALUT 10,0.480544926036838
Entreprise 15,8.34665056162329,7.63678403113821,9,1,3,3318,2658,257,HELLO 9,SALUT 4,0.479880259915677
Entreprise 891,1.84281230855625,8.02617297256349,4,6,5,6079,6396,6161,HELLO 7,SALUT 4,0.479716678878109
Entreprise 1576,7.68261791253853,2.33167747016771,9,9,3,1599,1496,173,HELLO 0,SALUT 4,0.479536452112579
Entreprise 498,1.16664037788014,3.41439985260903,10,5,5,9753,82,1213,HELLO 6,SALUT 3,0.478827711873148
Entreprise 8,3.0991571027605,9.64021525299587,2,10,9,6679,5257,6804,HELLO 2,SALUT 4,0.478807033397214
Entreprise 461,5.16935065760624,7.2927400775389,3,7,1,8848,5621,3074,HELLO 4,SALUT 3,0.477906348276778
Entreprise 329,5.83459511387544,2.33622195909294,7,8,2,4141,4458,8237,HELLO 8,SALUT 5,0.477285216404623
Entreprise 99,2.95223358796633,7.86113989480972,0,6,5,2913,8792,4305,HELLO 1,SALUT 9,0.477111814408944
Entreprise 142,8.81816810168294,5.51397214186098,3,7,3,1215,2921,6962,HELLO 5,SALUT 3,0.477101290285301
Entreprise 94,8.3109793938299,8.26296985876931,0,2,6,1020,4181,1067,HELLO 5,SALUT 8,0.47621479556657
Entreprise 1574,1.7315822723495,4.85425530008052,3,5,8,4513,1006,4323,HELLO 7,SALUT 10,0.475387898368368
Entreprise 1396,6.10032838202152,1.46877318763197,6,5,8,8883,6126,9998,HELLO 6,SALUT 7,0.475156876357966
Entreprise 981,3.74583477445685,9.43053976322702,2,6,2,3740,7708,2523,HELLO 9,SALUT 0,0.473889547098641
Entreprise 1065,2.69941266703389,9.34781788695417,4,1,8,1513,7080,9305,HELLO 5,SALUT 1,0.473792404647365
Entreprise 316,3.19878155061422,2.90564440840369,7,9,5,4522,9555,9892,HELLO 0,SALUT 9,0.473406876301473
Entreprise 150,1.90130378965281,6.29214930582238,5,10,5,7933,3047,3257,HELLO 3,SALUT 8,0.471548472558082
Entreprise 121,6.47296716172947,8.62141638913987,7,9,3,419,2480,1983,HELLO 1,SALUT 2,0.471539203930874
Entreprise 1556,8.88722981830683,6.85425934588596,6,4,6,8737,4119,1095,HELLO 3,SALUT 1,0.468930890559587
Entreprise 736,9.52384233480971,1.88410912815205,8,10,3,3198,1375,4860,HELLO 5,SALUT 1,0.467817244588657
Entreprise 760,6.70846793615002,5.33249357039739,1,6,9,4979,3135,8506,HELLO 3,SALUT 4,0.467488831164098
Entreprise 1397,2.08983547209238,8.17942997312205,1,1,3,3066,6676,3653,HELLO 4,SALUT 6,0.467282691945567
Entreprise 1291,1.57490689753389,9.17410728245413,7,8,3,2162,3746,9214,HELLO 6,SALUT 2,0.466852936462059
Entreprise 221,1.47319311724121,9.34646927086624,6,5,8,7753,1740,7310,HELLO 4,SALUT 10,0.465133318439073
Entreprise 712,8.73845605273192,3.90115520636307,3,5,4,6796,370,2881,HELLO 8,SALUT 5,0.463727289307103
Entreprise 1567,9.22114756453384,2.84659237930184,6,3,7,2942,345,2912,HELLO 8,SALUT 8,0.463698601316404
Entreprise 792,6.29286649048606,3.73349977283609,4,6,7,9219,2449,58,HELLO 5,SALUT 1,0.462278861764462
Entreprise 1140,4.27337825487875,9.9536975345838,4,2,7,9514,1932,3480,HELLO 2,SALUT 1,0.462172635403728
Entreprise 1322,2.04924217207943,2.67208914703509,4,7,8,1256,9256,7435,HELLO 10,SALUT 9,0.462045726547579
Entreprise 31,0.895488821168192,8.21975242521654,4,8,6,211,9842,4295,HELLO 0,SALUT 3,0.461558337368918
Entreprise 646,7.16339695004452,5.06851808333912,9,5,2,660,1181,9224,HELLO 9,SALUT 5,0.461200325239733
Entreprise 1153,5.42255166179014,8.76975872742392,0,2,9,8567,9886,7530,HELLO 9,SALUT 3,0.460240939632328
Entreprise 154,6.9718808795519,1.59465088260771,5,7,9,720,8868,9105,HELLO 2,SALUT 9,0.460238655741038
Entreprise 1579,2.50344957769665,6.9020157384921,4,10,7,6271,1374,630,HELLO 1,SALUT 5,0.459700629466338
Entreprise 979,4.46801352535915,5.33800078330111,2,7,8,8750,586,1383,HELLO 3,SALUT 6,0.459485289630724
Entreprise 271,8.30053441053369,1.79372952260428,7,7,4,9953,6846,6533,HELLO 6,SALUT 5,0.458412390841384
Entreprise 987,8.02095743845219,6.3440241583801,6,10,7,5624,6973,9873,HELLO 0,SALUT 4,0.458275371389415
Entreprise 356,0.0924908195982577,8.07560127512003,0,8,3,4413,753,9278,HELLO 6,SALUT 5,0.456732463386216
Entreprise 598,1.61353580378801,5.46642833610729,1,5,9,3427,7926,2075,HELLO 9,SALUT 1,0.454589949378564
Entreprise 1353,8.94526056146099,0.923598608961588,6,5,3,461,3251,2137,HELLO 8,SALUT 5,0.454197000799758
Entreprise 999,8.85308085959426,6.20619088200899,3,1,1,6478,1186,8209,HELLO 5,SALUT 6,0.453836151815496
Entreprise 798,5.8912886993817,9.5954390924215,4,6,6,3051,4094,2497,HELLO 8,SALUT 1,0.453153846483375
Entreprise 654,5.58063726487961,6.16064950594369,1,5,5,4231,3625,3290,HELLO 5,SALUT 0,0.452708913342004
Entreprise 13,3.78589983177394,6.93968173365233,2,9,4,6090,4291,9214,HELLO 9,SALUT 2,0.450969226729479
Entreprise 178,9.55741167811359,0.80776193340012,5,7,0,9031,7327,6282,HELLO 0,SALUT 8,0.448684454375381
Entreprise 1540,3.53100387622367,9.19384698165348,8,8,2,1948,5605,6713,HELLO 5,SALUT 6,0.448020141841039
Entreprise 808,5.39053373766207,0.151834797218995,9,6,8,3740,5722,4018,HELLO 7,SALUT 2,0.447620488926203
Entreprise 108,8.49259135455975,0.467428169662774,8,3,7,9423,2282,3983,HELLO 2,SALUT 5,0.447354164985296
Entreprise 1208,7.59272673270053,0.385788004171507,0,4,6,7736,757,7997,HELLO 10,SALUT 3,0.447257109000197
Entreprise 1480,2.92067858379289,9.30371785977716,10,8,7,2057,4852,5924,HELLO 5,SALUT 4,0.447110483047153
Entreprise 780,4.24506410457301,3.17979300623717,8,7,1,732,3816,6233,HELLO 6,SALUT 6,0.44690390559582
Entreprise 252,6.14192275620955,2.78024925610399,8,8,0,1653,3846,2404,HELLO 9,SALUT 1,0.446407188781628
Entreprise 213,4.34350683764336,5.30860011566633,0,2,5,3645,6180,2836,HELLO 5,SALUT 7,0.444709600308709
Entreprise 283,0.530103701233461,3.78304046644478,6,9,3,4199,7191,5347,HELLO 9,SALUT 4,0.444469327571737
Entreprise 1453,1.8573569126047,2.70303143431447,10,9,1,4616,3120,7382,HELLO 2,SALUT 2,0.444285084903038
Entreprise 1116,8.34038669262313,9.02237208435982,2,2,4,6000,4409,7329,HELLO 3,SALUT 5,0.444014105395046
Entreprise 1007,2.10518780881725,9.30612557263646,3,9,1,407,8778,8181,HELLO 8,SALUT 1,0.44398724243457
Entreprise 347,0.492585926412306,8.6385915071113,9,3,9,5981,4860,5844,HELLO 5,SALUT 5,0.443913946782329
Entreprise 1518,3.79558484909016,9.72732303992067,5,3,8,9369,1306,5967,HELLO 7,SALUT 6,0.443730368458864
Entreprise 874,4.68172670973484,8.23490931959237,3,6,5,1618,3088,9917,HELLO 9,SALUT 9,0.44272511741878
Entreprise 698,7.86184748292992,2.95568735989357,3,6,2,6762,6922,2160,HELLO 8,SALUT 6,0.442267647714834
Entreprise 594,7.45437137483013,0.80636511669154,7,6,6,4571,4354,8247,HELLO 7,SALUT 7,0.441547720959285
Entreprise 73,0.642041046321603,0.0133569833422698,8,9,1,2479,7734,1297,HELLO 0,SALUT 0,0.440715108905997
Entreprise 918,9.14826385315929,8.54304377669162,9,2,5,7827,5044,7153,HELLO 4,SALUT 5,0.440140331233701
Entreprise 1471,5.81622049283452,6.33078422417239,9,4,9,4545,7295,365,HELLO 9,SALUT 1,0.438955556825598
Entreprise 220,2.90690642546948,3.18900719950042,2,4,0,4165,7326,8137,HELLO 6,SALUT 9,0.438880018525297
Entreprise 908,3.22634797650045,0.982837997798227,2,8,9,4187,2120,339,HELLO 2,SALUT 5,0.436112748297508
Entreprise 1145,1.22109815561836,0.159539006643677,5,3,2,669,8338,6036,HELLO 2,SALUT 1,0.434194267099755
Entreprise 415,0.481478024995172,8.75371491262987,5,6,3,4793,9888,3479,HELLO 1,SALUT 2,0.432897018891321
Entreprise 1260,4.45885181137665,0.899989874300802,3,8,9,227,9629,6167,HELLO 5,SALUT 1,0.431808817450938
Entreprise 476,6.32383852168304,9.7480001783559,5,0,6,2521,2359,1952,HELLO 3,SALUT 9,0.43156646403642
Entreprise 1240,2.47019521900122,1.67453777554233,9,2,1,778,460,9732,HELLO 6,SALUT 4,0.430631975722889
Entreprise 462,6.55187956445038,4.14751809341231,6,3,4,8166,5504,6002,HELLO 4,SALUT 1,0.429627886817889
Entreprise 1193,3.30760876135356,2.14055593926695,1,7,3,6208,2672,7847,HELLO 3,SALUT 8,0.429450204832123
Entreprise 1508,3.61439192280547,3.15647679959183,3,8,5,620,7679,3281,HELLO 6,SALUT 6,0.428582793933223
Entreprise 302,6.04236802005787,0.119046523794362,6,2,9,4496,7514,6115,HELLO 1,SALUT 6,0.428172973822821
Entreprise 1121,8.55299899950979,1.35762811482711,4,4,0,5155,3360,1451,HELLO 7,SALUT 10,0.427542271121991
Entreprise 243,0.954304209362464,4.03887020814123,7,0,9,9138,2081,1210,HELLO 4,SALUT 9,0.427200586739194
Entreprise 678,9.25431500770759,6.79702851497587,8,4,4,8936,8568,8851,HELLO 5,SALUT 3,0.426100741320592
Entreprise 450,8.33751789118572,0.886689736900563,6,5,5,7778,938,8595,HELLO 2,SALUT 6,0.425830957178446
Entreprise 278,3.58716835871533,9.30681320261033,5,9,6,6516,1094,475,HELLO 6,SALUT 6,0.425438768729945
Entreprise 938,6.964074778053,9.39181094842309,8,6,2,7734,8855,8198,HELLO 10,SALUT 8,0.423792626188785
Entreprise 583,2.4138460645599,3.50943329657838,5,4,5,140,7979,4234,HELLO 10,SALUT 6,0.422674038117977
Entreprise 1372,0.495231254545717,1.57766106657724,2,2,0,1442,9015,3738,HELLO 9,SALUT 8,0.422133454537171
Entreprise 403,7.7148499089909,1.70478895166167,6,8,7,5821,368,3087,HELLO 9,SALUT 1,0.422109139429866
Entreprise 1408,0.899461585865796,2.39418189769447,3,5,1,6316,5358,2167,HELLO 4,SALUT 4,0.42174932725218
Entreprise 268,3.6826935937673,3.16179023824802,6,6,6,6072,5129,7476,HELLO 4,SALUT 2,0.420476014716598
